date,NTD,JPY,GBP,HKD,KRW,CAD,SGD,CNY,AUD,IDR,THB,MYR,PHP,EUR,DEM,FRF,NLG,VND
1993-01-05,25.405,125.25,1.5499,7.7427,788.2,1.2766,1.656,7.72,0.6732,2048.0,25.55,2.5908,,,1.6255,5.5425,1.8258,
1993-01-06,25.427,124.84,1.5423,7.7415,790.3,1.2794,1.653,7.72,0.6687,2048.0,25.51,2.593,,,1.635,5.5665,1.836,
1993-01-07,25.411,125.09,1.5309,7.7427,791.1,1.28,1.6588,7.745,0.6709,2049.0,25.54,2.5955,,,1.638,5.567,1.8415,
1993-01-08,25.423,125.42,1.5314,7.743,791.9,1.2826,1.662,7.745,0.6727,2049.0,25.55,2.597,,,1.6475,5.605,1.8515,
1993-01-11,25.45,125.36,1.5516,7.742,792.5,1.278,1.6602,7.715,0.6736,2050.0,25.54,2.5945,,,1.634,5.5245,1.8375,
1993-01-12,25.445,125.05,1.5434,7.7412,792.0,1.2777,1.6565,7.75,0.6741,2050.0,25.53,2.5935,,,1.632,5.534,1.8342,
1993-01-13,25.441,125.87,1.5492,7.7403,791.1,1.2788,1.6601,7.75,0.6696,2055.0,25.53,2.6015,,,1.622,5.4985,1.824,
1993-01-14,25.45,125.65,1.5375,7.738,792.2,1.2793,1.657,7.75,0.6702,2058.0,25.53,2.598,,,1.6243,5.503,1.826,
1993-01-15,25.436,126.05,1.5312,7.738,793.3,1.2813,1.6578,7.75,0.6745,2051.0,25.53,2.591,,,1.6355,5.529,1.8385,
1993-01-18,25.42,125.82,1.5518,7.737,792.7,1.2765,1.6593,8.29,0.6768,2051.0,25.53,2.594,,,1.6135,5.477,1.8122,
1993-01-19,25.499,125.46,1.5454,7.7346,792.7,1.2783,1.6559,8.3,0.6727,2051.0,25.53,2.5935,,,1.6128,5.4495,1.8124,
1993-01-20,25.491,125.39,1.5451,7.7347,791.1,1.2811,1.656,8.3,0.6696,2051.0,25.5,2.586,,,1.6009,5.419,1.8,
1993-01-21,25.503,124.68,1.5574,7.7352,791.4,1.2795,1.653,8.26,0.675,2049.0,25.435,2.5945,,,1.577,5.3325,1.7728,
1993-01-27,25.51,124.0,1.5106,7.7322,794.3,1.2691,1.6382,8.26,0.6741,2049.0,25.445,2.6025,,,1.587,5.3705,1.7848,
1993-01-28,25.49,124.15,1.5156,7.7332,793.4,1.2694,1.6375,8.3,0.6814,2050.0,25.455,2.624,,,1.586,5.3655,1.7841,
1993-01-29,25.49,124.3,1.487,7.7322,793.1,1.2679,1.6405,8.3,0.6796,2050.0,25.48,2.626,,,1.6113,5.4515,1.8132,
1993-01-30,25.475,124.3,1.487,7.7322,794.0,1.2679,1.6405,8.3,0.6796,2050.0,25.48,2.626,,,1.6113,5.4515,1.8132,
1993-02-01,25.487,124.95,1.459,7.7353,794.0,1.2633,1.6467,8.265,0.6741,2051.0,25.54,2.627,,,1.635,5.518,1.8413,
1993-02-02,25.547,124.98,1.4434,7.7372,795.8,1.2647,1.6487,8.265,0.6787,2052.0,25.55,2.625,,,1.642,5.5225,1.847,
1993-02-03,25.56,124.33,1.4349,7.7339,796.2,1.2669,1.6475,8.28,0.6798,2052.0,25.55,2.6205,,,1.6452,5.575,1.8525,
1993-02-04,25.615,124.6,1.4415,7.7342,796.0,1.2622,1.6482,8.28,0.6798,2052.0,25.56,2.633,,,1.6575,5.6045,1.8657,
1993-02-05,25.735,124.73,1.4445,7.7343,796.5,1.2616,1.6515,8.58,0.6764,2053.0,25.59,2.623,,,1.6603,5.6125,1.8675,
1993-02-08,26.01,124.35,1.4391,7.734,797.4,1.263,1.651,8.725,0.6709,2053.0,25.59,2.629,,,1.657,5.606,1.864,
1993-02-09,25.963,122.35,1.4304,7.7341,798.0,1.2681,1.65,8.725,0.67,2052.0,25.54,2.6338,,,1.6538,5.6012,1.861,
1993-02-10,25.948,121.52,1.4237,7.734,797.7,1.2645,1.6475,8.745,0.6709,2051.0,25.52,2.6295,,,1.6605,5.6146,1.8685,
1993-02-11,25.935,121.2,1.4174,7.7349,796.6,1.2563,1.6498,8.745,0.6764,2051.0,25.54,2.634,,,1.6575,5.607,1.865,
1993-02-12,25.935,120.45,1.4205,7.7338,797.5,1.2545,1.6492,8.595,0.6782,2052.0,25.51,2.634,,,1.6604,5.6165,1.8667,
1993-02-15,25.94,121.15,1.4205,7.7333,796.6,1.2545,1.6502,8.56,0.6782,2052.0,25.52,2.634,,,1.6604,5.6165,1.8667,
1993-02-16,25.978,120.62,1.4484,7.7342,796.7,1.2586,1.6491,8.56,0.687,2052.0,25.52,2.6295,,,1.628,5.504,1.834,
1993-02-17,25.96,119.25,1.4455,7.7318,797.1,1.2635,1.6425,8.53,0.687,2052.0,25.47,2.627,,,1.6236,5.509,1.8284,
1993-02-18,25.955,119.97,1.4476,7.7315,796.6,1.2608,1.6413,8.53,0.688,2051.0,25.46,2.627,,,1.6315,5.5057,1.8366,
1993-02-19,25.943,119.23,1.4539,7.7323,796.8,1.259,1.645,8.56,0.6908,2051.0,25.44,2.627,,,1.638,5.547,1.8438,
1993-02-22,25.946,116.85,1.4571,7.7317,796.9,1.2596,1.6413,8.655,0.6908,2051.0,25.405,2.6265,,,1.6247,5.487,1.8281,
1993-02-23,25.946,116.78,1.4531,7.7315,796.3,1.2535,1.6405,8.655,0.6966,2052.0,25.37,2.6265,,,1.6235,5.51,1.8273,
1993-02-24,25.895,116.93,1.431,7.7315,795.5,1.2601,1.6402,8.7,0.6961,2050.0,25.4,2.6253,,,1.6255,5.52,1.8286,
1993-02-25,25.796,117.53,1.432,7.7332,795.3,1.2506,1.6412,8.7,0.6937,2051.0,25.435,2.63,,,1.6345,5.551,1.8384,
1993-02-26,25.753,117.85,1.4269,7.7337,795.5,1.2496,1.6438,8.7,0.6961,2052.0,25.44,2.6305,,,1.646,5.588,1.8488,
1993-02-27,25.815,117.85,1.4269,7.7337,795.5,1.2496,1.6438,8.7,0.6961,2052.0,25.44,2.6305,,,1.646,5.588,1.8488,
1993-03-01,25.851,118.43,1.4391,7.7338,794.9,1.2488,1.6448,8.5,0.7065,2053.0,25.46,2.6305,,,1.6548,5.611,1.8613,
1993-03-02,25.89,118.5,1.4491,7.734,794.9,1.2464,1.644,8.5,0.7072,2053.0,25.45,2.6235,,,1.639,5.5605,1.8433,
1993-03-03,25.892,116.75,1.4505,7.7332,794.4,1.2426,1.6431,8.4,0.7072,2052.0,25.41,2.618,,,1.6454,5.5835,1.8523,
1993-03-04,25.84,116.98,1.456,7.7321,794.5,1.2438,1.6437,8.4,0.7096,2052.0,25.4,2.6165,,,1.6399,5.567,1.842,
1993-03-05,25.857,116.47,1.456,7.7325,793.4,1.2468,1.6435,8.3,0.708,2052.0,25.4,2.614,,,1.6693,5.6555,1.8747,
1993-03-08,25.962,117.38,1.4424,7.7333,792.8,1.2443,1.6471,8.2,0.706,2053.0,25.4,2.617,,,1.6635,5.6405,1.8698,
1993-03-09,25.939,116.93,1.4401,7.7323,792.8,1.2452,1.646,8.2,0.702,2053.0,25.4,2.616,,,1.6664,5.6525,1.8728,
1993-03-10,25.98,117.9,1.4339,7.7347,792.8,1.2448,1.648,8.15,0.7045,2054.0,25.4,2.608,,,1.664,5.65,1.873,
1993-03-11,25.996,118.09,1.431,7.7345,792.1,1.2474,1.648,8.15,0.707,2054.0,25.4,2.607,,,1.6614,5.6432,1.867,
1993-03-12,25.982,117.85,1.4325,7.7363,793.5,1.2445,1.6463,8.07,0.7095,2054.0,25.44,2.604,,,1.665,5.658,1.8713,
1993-03-15,26.075,118.18,1.4401,7.7362,793.7,1.2481,1.6455,8.0,0.704,2055.0,25.47,2.6015,,,1.6623,5.6335,1.8688,
1993-03-16,26.1,117.78,1.4484,7.7351,792.2,1.2517,1.6455,8.0,0.7055,2056.0,25.46,2.5952,,,1.6646,5.6555,1.8695,
1993-03-17,26.115,116.95,1.4526,7.735,792.3,1.251,1.6455,8.0,0.71,2055.0,25.46,2.5942,,,1.6617,5.6483,1.8683,
1993-03-18,26.108,116.94,1.4861,7.7338,792.9,1.2467,1.6458,8.0,0.7135,2055.0,25.42,2.598,,,1.6415,5.5985,1.8448,
1993-03-19,26.115,116.1,1.4901,7.7325,792.7,1.2471,1.6428,8.0,0.7166,2055.0,25.38,2.5935,,,1.6359,5.569,1.8388,
1993-03-22,26.125,116.02,1.4881,7.732,792.9,1.2472,1.6413,8.0,0.7166,2055.0,25.38,2.596,,,1.6373,5.5705,1.8403,
1993-03-23,26.12,115.33,1.485,7.732,792.9,1.2473,1.6427,8.0,0.7035,2055.0,25.38,2.5975,,,1.6305,5.5485,1.833,
1993-03-24,26.135,115.93,1.4771,7.7305,793.1,1.243,1.6427,8.05,0.7045,2055.0,25.37,2.597,,,1.6377,5.5725,1.8408,
1993-03-25,26.13,117.15,1.4749,7.7317,793.1,1.2438,1.6427,8.05,0.709,2055.0,25.41,2.597,,,1.643,5.5855,1.845,
1993-03-26,26.13,116.76,1.487,7.7315,793.3,1.2443,1.6458,8.05,0.709,2055.0,25.41,2.599,,,1.6335,5.554,1.836,
1993-03-30,26.148,116.78,1.4945,7.7315,793.8,1.2505,1.6421,8.05,0.7115,2056.0,25.37,2.5915,,,1.617,5.4895,1.8188,
1993-03-31,26.11,115.35,1.514,7.7318,794.0,1.2586,1.6407,8.1,0.705,2056.0,25.37,2.591,,,1.607,5.4573,1.8063,
1993-04-01,26.069,114.54,1.53,7.732,794.0,1.2598,1.6385,8.1,0.6966,2056.0,25.37,2.5933,,,1.592,5.4005,1.791,
1993-04-02,26.054,114.0,1.5216,7.732,795.2,1.2644,1.631,8.1,0.6974,2054.0,25.3,2.5903,,,1.5995,5.4355,1.7983,
1993-04-07,26.09,114.02,1.5135,7.7311,796.5,1.2631,1.6247,8.1,0.702,2054.0,25.285,2.58,,,1.6189,5.477,1.8198,
1993-04-08,26.103,113.65,1.527,7.7325,796.2,1.2571,1.6272,8.1,0.71,2055.0,25.29,2.5765,,,1.605,5.478,1.803,
1993-04-09,26.1,113.15,1.527,7.7325,796.0,1.2571,1.6272,8.1,0.71,2055.0,25.28,2.5765,,,1.605,5.478,1.803,
1993-04-12,26.03,112.95,1.5466,7.7325,795.8,1.2609,1.6245,8.1,0.712,2055.0,25.28,2.578,,,1.592,5.3915,1.7893,
1993-04-13,26.065,113.33,1.5586,7.7325,795.9,1.2613,1.6227,8.1,0.7181,2054.0,25.28,2.5783,,,1.5789,5.342,1.7768,
1993-04-14,26.1,113.47,1.5526,7.7313,795.7,1.2632,1.6242,8.2,0.7212,2054.0,25.28,2.581,,,1.5921,5.3885,1.7908,
1993-04-15,26.06,113.43,1.5411,7.7315,795.8,1.259,1.6279,8.2,0.7207,2056.0,25.27,2.5815,,,1.606,5.4275,1.804,
1993-04-16,26.04,112.95,1.5251,7.7312,795.9,1.2598,1.6275,8.2,0.7166,2056.0,25.27,2.5817,,,1.6175,5.4645,1.817,
1993-04-19,25.951,111.0,1.5418,7.7318,795.7,1.2548,1.6215,8.2,0.7192,2056.0,25.27,2.5745,,,1.5982,5.398,1.7963,
1993-04-20,25.935,110.25,1.5475,7.7305,796.0,1.2553,1.6203,8.2,0.7161,2055.0,25.27,2.5715,,,1.5969,5.3925,1.7938,
1993-04-21,25.88,110.35,1.5399,7.7302,795.8,1.2593,1.62,8.3,0.7151,2055.0,25.185,2.5723,,,1.5998,5.4025,1.7983,
1993-04-22,25.9,110.2,1.5569,7.7305,795.6,1.2633,1.6175,8.3,0.712,2056.0,25.185,2.5705,,,1.5965,5.39,1.794,
1993-04-23,25.93,110.4,1.5746,7.7298,796.0,1.262,1.6181,8.3,0.7145,2056.0,25.185,2.5665,,,1.5837,5.348,1.78,
1993-04-26,25.942,110.55,1.5833,7.726,796.0,1.2575,1.6154,8.35,0.7202,2057.0,25.185,2.568,,,1.5705,5.309,1.7648,
1993-04-27,25.918,110.48,1.5753,7.7273,796.1,1.2714,1.6149,8.35,0.7161,2057.0,25.185,2.572,,,1.5847,5.3468,1.78,
1993-04-28,25.9,111.88,1.5741,7.7273,796.0,1.2706,1.617,8.35,0.7135,2059.0,25.185,2.572,,,1.58,5.328,1.776,
1993-04-29,25.871,111.1,1.5736,7.7287,795.9,1.2718,1.6155,8.35,0.7135,2059.0,25.185,2.5695,,,1.5785,5.3175,1.7726,
1993-04-30,25.905,111.1,1.5736,7.7302,795.9,1.2708,1.6153,8.5,0.7065,2059.0,25.215,2.565,,,1.585,5.345,1.7818,
1993-05-03,25.923,110.75,1.5664,7.7285,796.0,1.2674,1.6139,8.5,0.7065,2059.0,25.215,2.565,,,1.5795,5.321,1.7753,
1993-05-04,25.899,110.2,1.5684,7.7292,796.8,1.2706,1.6135,8.5,0.6986,2059.0,25.205,2.564,,,1.5745,5.3085,1.7703,
1993-05-05,25.91,110.35,1.5659,7.7291,796.8,1.2738,1.6118,8.5,0.6986,2059.0,25.205,2.565,,,1.5795,5.324,1.7748,
1993-05-06,25.9,110.19,1.581,7.729,796.8,1.27,1.6118,8.5,0.7045,2059.0,25.19,2.5655,,,1.5735,5.305,1.768,
1993-05-07,25.904,110.1,1.5696,7.729,797.3,1.2688,1.6116,8.5,0.7085,2059.0,25.19,2.5655,,,1.586,5.338,1.7798,
1993-05-10,25.948,111.85,1.5326,7.7301,799.9,1.2704,1.6115,8.5,0.703,2060.0,25.19,2.5673,,,1.6078,5.417,1.8038,
1993-05-11,25.963,111.35,1.5411,7.7293,799.5,1.2742,1.6141,8.5,0.6995,2061.0,25.245,2.57,,,1.6085,5.4235,1.805,
1993-05-12,25.97,111.78,1.534,7.7308,800.3,1.2737,1.6155,8.6,0.701,2061.0,25.245,2.567,,,1.6105,5.43,1.8078,
1993-05-13,25.95,111.68,1.5221,7.7303,799.4,1.2728,1.6148,8.6,0.705,2062.0,25.26,2.568,,,1.616,5.451,1.813,
1993-05-14,25.96,111.65,1.5389,7.7295,800.3,1.2743,1.6169,8.6,0.702,2062.0,25.26,2.5685,,,1.602,5.4055,1.7968,
1993-05-17,25.955,110.77,1.5361,7.7301,801.7,1.2758,1.6142,8.6,0.702,2061.0,25.23,2.5688,,,1.614,5.4393,1.8098,
1993-05-18,25.975,111.28,1.5354,7.7287,801.9,1.2683,1.6165,8.6,0.6913,2061.0,25.23,2.5703,,,1.6247,5.4785,1.8228,
1993-05-19,25.955,111.56,1.5444,7.7285,801.1,1.265,1.6161,8.6,0.6928,2062.0,25.23,2.5682,,,1.6231,5.47,1.8208,
1993-05-20,25.96,110.4,1.5567,7.729,802.2,1.2676,1.613,8.6,0.6937,2062.0,25.24,2.5665,,,1.6155,5.444,1.8145,
1993-05-21,25.974,110.52,1.543,7.7287,802.6,1.2644,1.6148,8.6,0.6952,2063.0,25.24,2.5665,,,1.6255,5.473,1.8218,
1993-05-24,26.045,110.58,1.5349,7.7273,801.8,1.2606,1.6156,8.6,0.6942,2064.0,25.24,2.566,,,1.6368,5.513,1.8325,
1993-05-25,26.14,110.56,1.5425,7.7275,801.2,1.261,1.6141,8.6,0.7005,2065.0,25.2,2.5645,,,1.6306,5.491,1.827,
1993-05-26,26.158,108.65,1.5475,7.7278,801.3,1.2629,1.6096,8.8,0.6981,2064.0,25.18,2.561,,,1.6285,5.482,1.823,
1993-05-27,26.149,108.05,1.5618,7.7268,801.3,1.2661,1.6095,8.8,0.6932,2064.0,25.18,2.559,,,1.6034,5.4095,1.798,
1993-05-28,26.101,107.38,1.5613,7.7235,801.3,1.2723,1.609,8.8,0.687,2063.0,25.115,2.558,,,1.5875,5.3538,1.7785,
1993-05-31,26.085,107.45,1.5613,7.7231,801.1,1.2723,1.6042,8.8,0.687,2063.0,25.12,2.558,,,1.5875,5.3538,1.7785,
1993-06-01,26.136,107.0,1.5525,7.723,802.2,1.273,1.6042,8.8,0.6791,2063.0,25.13,2.5535,,,1.5868,5.36,1.7805,
1993-06-02,26.111,107.12,1.541,7.724,803.3,1.2724,1.601,10.0,0.6791,2064.0,25.183,2.554,,,1.5978,5.3885,1.7945,
1993-06-03,26.114,107.87,1.545,7.7241,802.9,1.2745,1.6091,10.0,0.6817,2065.0,25.19,2.555,,,1.5993,5.389,1.7955,
1993-06-04,26.143,107.26,1.509,7.7255,803.7,1.2791,1.606,10.01,0.6741,2065.0,25.14,2.5555,,,1.6264,5.4785,1.8244,
1993-06-07,26.154,107.47,1.5225,7.7265,803.8,1.2828,1.6095,10.3,0.6741,2066.0,25.14,2.555,,,1.6195,5.4573,1.8175,
1993-06-08,26.155,106.33,1.519,7.727,803.2,1.2828,1.6088,10.3,0.6687,2066.0,25.15,2.5548,,,1.626,5.4725,1.8235,
1993-06-09,26.169,106.47,1.5155,7.7285,802.9,1.2798,1.6091,10.36,0.6739,2066.0,25.16,2.5555,,,1.635,5.5005,1.8345,
1993-06-10,26.166,106.2,1.529,7.7295,801.8,1.2818,1.6089,10.36,0.6764,2067.0,25.16,2.5575,,,1.6285,5.4775,1.8265,
1993-06-11,26.175,106.32,1.522,7.7282,801.3,1.2803,1.6098,10.4,0.6796,2067.0,25.16,2.553,,,1.6278,5.4745,1.8265,
1993-06-14,26.18,105.2,1.527,7.7282,801.2,1.2805,1.6085,10.6,0.675,2067.0,25.12,2.559,,,1.6285,5.476,1.8265,
1993-06-15,26.179,105.03,1.5155,7.7285,801.5,1.2801,1.608,10.6,0.6768,2067.0,25.16,2.5595,,,1.6461,5.5375,1.8465,
1993-06-16,26.19,106.35,1.5064,7.7293,802.0,1.2786,1.6122,10.85,0.6777,2068.0,25.17,2.5605,,,1.656,5.5678,1.8575,
1993-06-17,26.231,107.0,1.5064,7.7338,801.9,1.2768,1.6153,10.85,0.6745,2069.0,25.21,2.5675,,,1.6594,5.579,1.861,
1993-06-18,26.29,107.4,1.515,7.7341,802.0,1.2743,1.6185,10.78,0.6768,2070.0,25.22,2.5705,,,1.681,5.6445,1.8845,
1993-06-21,26.388,110.48,1.4982,7.7388,802.2,1.2733,1.634,10.695,0.6842,2071.0,25.315,2.5875,,,1.688,5.6725,1.8945,
1993-06-22,26.398,111.25,1.488,7.7415,803.4,1.2784,1.6382,10.695,0.6833,2072.0,25.35,2.5835,,,1.696,5.705,1.902,
1993-06-23,26.432,110.57,1.4775,7.7535,804.2,1.2806,1.6342,10.78,0.6702,2072.0,25.355,2.5875,,,1.692,5.6865,1.8955,
1993-06-25,26.405,106.35,1.472,7.749,802.6,1.282,1.6247,10.7,0.6689,2073.0,25.26,2.5845,,,1.707,5.745,1.915,
1993-06-28,26.431,106.0,1.4757,7.7545,802.9,1.2814,1.624,10.71,0.6682,2073.0,25.25,2.582,,,1.696,5.716,1.9015,
1993-06-29,26.42,106.85,1.4963,7.7545,803.8,1.2822,1.6225,10.71,0.6696,2073.0,25.27,2.5785,,,1.698,5.69,1.8935,
1993-06-30,26.39,106.51,1.492,7.7495,803.7,1.282,1.6233,10.65,0.6664,2074.0,25.305,2.576,,,1.7049,5.7485,1.914,
1993-07-02,26.414,107.93,1.5075,7.751,803.1,1.2873,1.622,10.355,0.6691,2073.0,25.29,2.5715,,,1.696,5.7383,1.9055,
1993-07-05,26.434,109.05,1.5075,7.7515,803.4,1.2873,1.624,8.5,0.6691,2073.0,25.29,2.5715,,,1.696,5.7383,1.9055,
1993-07-06,26.47,108.25,1.5035,7.755,804.4,1.2841,1.6245,8.5,0.6773,2076.0,25.35,2.5715,,,1.7046,5.766,1.9155,
1993-07-07,26.53,108.55,1.4935,7.7555,804.4,1.2853,1.6233,9.0,0.68,2076.0,25.35,2.57,,,1.707,5.774,1.918,
1993-07-08,26.52,107.85,1.497,7.7545,804.1,1.2802,1.6192,9.0,0.6842,2076.0,25.31,2.566,,,1.7016,5.7808,1.913,
1993-07-09,26.529,108.33,1.4805,7.7515,804.4,1.2788,1.6215,9.295,0.6824,2076.0,25.34,2.5705,,,1.7225,5.858,1.9355,
1993-07-12,26.581,109.93,1.477,7.761,805.1,1.2781,1.6285,8.95,0.6805,2078.0,25.39,2.574,,,1.7298,5.9065,1.9475,
1993-07-13,26.568,108.85,1.4978,7.758,806.2,1.2813,1.6227,8.95,0.6787,2078.0,25.365,2.569,,,1.7185,5.8683,1.9335,
1993-07-14,26.555,108.45,1.5035,7.757,805.9,1.2833,1.623,8.695,0.6777,2077.0,25.335,2.5687,,,1.7161,5.8595,1.9305,
1993-07-15,26.533,107.45,1.4905,7.7558,806.2,1.2813,1.6188,8.7,0.68,2077.0,25.335,2.5695,,,1.7208,5.8815,1.9365,
1993-07-16,26.539,107.98,1.4865,7.7565,807.5,1.2773,1.6213,8.705,0.6796,2078.0,25.34,2.569,,,1.7155,5.8615,1.9315,
1993-07-19,26.545,107.65,1.4988,7.754,807.8,1.2789,1.6191,8.705,0.6773,2079.0,25.335,2.567,,,1.7087,5.82,1.9205,
1993-07-20,26.553,108.43,1.5105,7.7545,808.8,1.2781,1.62,8.725,0.6773,2079.0,25.33,2.57,,,1.6998,5.806,1.913,
1993-07-21,26.565,108.25,1.5156,7.7528,808.0,1.2763,1.6188,8.725,0.6777,2079.0,25.325,2.567,,,1.6976,5.8005,1.888,
1993-07-22,26.7,108.28,1.5133,7.7565,807.8,1.2808,1.6185,8.74,0.6764,2079.0,25.3,2.567,,,1.7042,5.8065,1.9175,
1993-07-23,26.925,106.55,1.5045,7.753,808.5,1.2805,1.618,8.74,0.6787,2079.0,25.26,2.5653,,,1.7195,5.8781,1.9335,
1993-07-26,26.959,106.68,1.5005,7.7548,808.7,1.2812,1.6154,8.755,0.6791,2079.0,25.29,2.5635,,,1.7246,5.8875,1.94,
1993-07-27,26.956,106.74,1.489,7.7545,809.0,1.2833,1.6163,8.745,0.6777,2080.0,25.285,2.5665,,,1.727,5.896,1.9425,
1993-07-28,26.955,106.05,1.4962,7.7555,807.6,1.2848,1.6153,8.745,0.6764,2080.0,25.275,2.563,,,1.7182,5.841,1.9315,
1993-07-29,26.946,106.08,1.482,7.756,806.7,1.2865,1.6157,8.76,0.6773,2080.0,25.295,2.565,,,1.7395,5.938,1.9575,
1993-07-30,26.941,105.6,1.4819,7.756,806.6,1.2858,1.6167,8.755,0.6885,2081.0,25.25,2.565,,,1.742,5.974,1.963,
1993-08-02,26.94,104.61,1.502,7.7555,806.6,1.2903,1.6162,8.755,0.6899,2081.0,25.26,2.56,,,1.708,5.9835,1.9255,
1993-08-03,26.939,104.35,1.5007,7.755,806.7,1.2893,1.6153,8.765,0.6904,2080.0,25.2,2.5605,,,1.7075,5.9352,1.921,
1993-08-04,26.949,104.85,1.503,7.755,806.3,1.2881,1.615,8.765,0.688,2080.0,25.21,2.549,,,1.7068,5.9123,1.921,
1993-08-05,26.948,104.75,1.4962,7.7538,806.0,1.2914,1.6138,8.755,0.687,2080.0,25.21,2.549,,,1.7117,5.9398,1.9245,
1993-08-06,26.939,104.35,1.4975,7.7545,806.5,1.2915,1.6137,8.75,0.6796,2080.0,25.21,2.5505,,,1.697,5.9268,1.908,
1993-08-09,26.949,104.58,1.4908,7.7517,808.2,1.2915,1.6137,8.73,0.6805,2080.0,25.19,2.5502,,,1.698,5.957,1.9105,
1993-08-10,26.955,104.47,1.467,7.7502,809.1,1.2936,1.6118,8.75,0.6856,2091.0,25.23,2.5525,,,1.7173,6.037,1.9345,
1993-08-11,26.95,103.77,1.4705,7.751,807.9,1.3071,1.61,8.75,0.6828,2093.0,25.23,2.552,,,1.7227,6.0195,1.939,
1993-08-12,26.951,103.37,1.4658,7.7533,809.1,1.3133,1.6093,8.75,0.6777,2093.8,25.19,2.5532,,,1.7167,6.0375,1.9325,
1993-08-13,26.95,102.4,1.4595,7.7555,809.9,1.3148,1.609,8.755,0.6782,2094.0,25.19,2.5525,,,1.7123,6.0588,1.9285,
1993-08-16,26.959,101.25,1.4895,7.7533,809.2,1.3135,1.6075,8.75,0.6791,2081.0,25.155,2.551,,,1.6869,5.9805,1.899,
1993-08-17,26.954,101.55,1.488,7.7528,810.4,1.314,1.6075,8.745,0.6732,2091.0,25.14,2.5495,,,1.6928,5.9475,1.9055,
1993-08-18,26.955,101.47,1.5175,7.7525,810.4,1.3223,1.6075,8.745,0.6754,2091.0,25.15,2.547,,,1.68,5.9,1.891,
1993-08-19,26.954,101.98,1.5055,7.748,809.9,1.3141,1.6068,8.73,0.6754,2092.0,25.13,2.5455,,,1.6874,5.8928,1.8985,
1993-08-20,26.955,104.45,1.5149,7.7505,810.6,1.3178,1.6133,8.72,0.6773,2094.0,25.21,2.5534,,,1.6748,5.8375,1.8845,
1993-08-23,26.951,103.35,1.5045,7.749,810.9,1.321,1.6082,8.695,0.6768,2097.0,25.16,2.5502,,,1.6845,5.866,1.894,
1993-08-24,26.959,103.97,1.4988,7.7488,810.7,1.3187,1.6093,8.74,0.6682,2095.0,25.17,2.5485,,,1.6793,5.8445,1.888,
1993-08-25,26.96,104.55,1.4815,7.7505,809.7,1.3113,1.6093,8.74,0.6718,2096.0,25.17,2.55,,,1.684,5.849,1.8925,
1993-08-26,26.956,105.15,1.51,7.7505,809.0,1.3158,1.609,8.72,0.6705,2097.0,25.18,2.549,,,1.6652,5.8345,1.875,
1993-08-27,26.956,104.45,1.505,7.7493,808.3,1.3193,1.6062,8.72,0.666,2097.0,25.18,2.549,,,1.664,5.8255,1.871,
1993-08-30,26.933,103.9,1.4931,7.749,808.5,1.3222,1.6055,8.735,0.6711,2097.0,25.15,2.5474,,,1.672,5.8475,1.8795,
1993-08-31,26.936,104.18,1.4919,7.749,808.4,1.3197,1.6046,8.735,0.6709,2097.0,25.18,2.5472,,,1.6765,5.8555,1.884,
1993-09-01,26.959,104.94,1.5045,7.7497,808.1,1.3273,1.606,8.735,0.6682,2098.0,25.18,2.548,,,1.659,5.83,1.8655,
1993-09-02,26.956,105.5,1.5025,7.7499,808.3,1.3253,1.6057,8.725,0.6564,2102.8,25.18,2.5477,,,1.645,5.7885,1.847,
1993-09-03,26.958,105.55,1.53,7.7504,807.4,1.328,1.6058,8.715,0.647,2105.0,25.185,2.548,,,1.616,5.6925,1.815,
1993-09-06,26.943,104.55,1.53,7.7449,807.6,1.328,1.603,8.72,0.647,2105.0,25.14,2.548,,,1.616,5.6925,1.815,
1993-09-07,26.948,104.1,1.5385,7.742,808.3,1.3203,1.6023,8.72,0.6498,2097.0,25.135,2.547,,,1.6138,5.6788,1.813,
1993-09-08,26.946,104.88,1.5425,7.739,808.1,1.3174,1.6025,8.72,0.6585,2102.0,25.13,2.5425,,,1.6146,5.6855,1.8125,
1993-09-09,26.947,105.38,1.5495,7.7375,807.4,1.316,1.6025,8.72,0.6562,2102.1,25.16,2.543,,,1.599,5.6375,1.798,
1993-09-10,26.944,105.63,1.5518,7.738,807.3,1.3141,1.6002,8.71,0.6491,2099.0,25.145,2.5435,,,1.597,5.5968,1.7925,
1993-09-13,26.94,106.1,1.5465,7.736,807.5,1.3144,1.5978,8.725,0.6513,2101.8,25.17,2.5423,,,1.6077,5.6013,1.8045,
1993-09-14,26.94,105.75,1.5455,7.7355,808.6,1.3222,1.597,8.7,0.6458,2101.0,25.17,2.5421,,,1.6098,5.6065,1.8065,
1993-09-15,26.941,105.95,1.549,7.7355,808.8,1.3118,1.5979,8.75,0.651,2101.0,25.18,2.5439,,,1.5967,5.5675,1.792,
1993-09-16,26.938,104.62,1.5323,7.7337,808.7,1.3138,1.5942,8.715,0.6508,2100.8,25.15,2.5474,,,1.6038,5.594,1.8,
1993-09-17,26.943,104.53,1.5315,7.7337,809.0,1.3133,1.5965,8.72,0.6517,2101.5,25.15,2.5483,,,1.614,5.6265,1.8135,
1993-09-20,26.837,104.2,1.532,7.7325,810.1,1.3228,1.5953,8.735,0.6508,2102.3,25.16,2.5463,,,1.61,5.619,1.91,
