date,NTD,JPY,GBP,HKD,KRW,CAD,SGD,CNY,AUD,IDR,THB,MYR,PHP,EUR,DEM,FRF,NLG,VND
1995-05-04,25.399,83.79,1.6156,7.7348,762.3,1.3637,1.39,8.3794,0.7399,2231.3,24.572,2.461,,,1.3718,4.895,1.5373,
1995-05-05,25.397,83.9,1.5978,7.7345,762.3,1.3535,1.39,8.3648,0.7419,2230.0,24.572,2.467,,,1.3735,4.9065,1.5378,
1995-05-08,25.397,82.88,1.6035,7.7343,762.5,1.3583,1.3902,8.3442,0.7384,2230.0,24.555,2.462,,,1.3675,4.8455,1.532,
1995-05-09,25.399,83.53,1.5865,7.7343,760.6,1.358,1.3928,8.3347,0.73,2225.0,24.542,2.4645,,,1.3805,4.856,1.5463,
1995-05-10,25.399,83.2,1.585,7.7349,759.9,1.3538,1.3928,8.3247,0.7282,2224.0,24.558,2.466,,,1.3884,4.862,1.5542,
1995-05-11,25.399,83.98,1.563,7.7345,760.3,1.3506,1.3947,8.3053,0.733,2226.0,24.597,2.473,,,1.433,5.031,1.5865,
1995-05-12,25.392,86.34,1.5695,7.7368,761.1,1.3518,1.4132,8.295,0.7407,2231.0,24.695,2.4915,,,1.448,5.071,1.6209,
1995-05-15,25.5,87.05,1.574,7.7343,763.3,1.3584,1.4132,8.2828,0.7335,2231.0,24.695,2.484,,,1.4351,5.0305,1.6061,
1995-05-16,25.582,86.48,1.5639,7.7332,763.2,1.3543,1.4025,8.2716,0.7275,2226.5,24.702,2.4825,,,1.4445,5.108,1.6172,
1995-05-17,25.58,86.92,1.57,7.7352,762.5,1.3553,1.4013,8.2782,0.7307,2226.5,24.727,2.4727,,,1.445,5.115,1.6169,
1995-05-18,25.632,87.2,1.5779,7.7353,761.9,1.3553,1.4005,8.2863,0.7169,2229.0,24.727,2.4735,,,1.4405,5.106,1.6111,
1995-05-19,25.642,86.86,1.5705,7.7367,761.5,1.3562,1.3932,8.2907,0.7158,2229.0,24.77,2.464,,,1.4443,5.1145,1.6153,
1995-05-22,25.777,87.25,1.574,7.7365,760.7,1.3675,1.3927,8.2932,0.7189,2226.0,24.77,2.463,,,1.4407,5.111,1.6124,
1995-05-23,25.835,87.31,1.5705,7.734,761.3,1.3651,1.3918,8.2959,0.7197,2226.4,24.758,2.4607,,,1.4441,5.1315,1.6156,
1995-05-24,25.832,87.38,1.5743,7.735,761.8,1.3638,1.3945,8.2988,0.7167,2227.0,24.758,2.4617,,,1.4388,5.114,1.6106,
1995-05-25,25.756,86.28,1.608,7.7345,760.3,1.3707,1.3921,8.3022,0.719,2227.0,24.758,2.457,,,1.398,4.968,1.5643,
1995-05-26,25.572,84.18,1.606,7.7363,760.1,1.372,1.3905,8.3041,0.7197,2228.0,24.65,2.4603,,,1.3771,4.8445,1.5417,
1995-05-29,25.625,83.15,1.606,7.7345,760.6,1.372,1.3901,8.3063,0.7197,2228.0,24.583,2.4603,,,1.3771,4.8445,1.5417,
1995-05-30,25.565,83.26,1.6015,7.7355,760.1,1.3719,1.392,8.3086,0.7209,2226.0,24.595,2.4655,,,1.3883,4.8965,1.5538,
1995-05-31,25.575,83.2,1.5875,7.7358,760.1,1.3702,1.3902,8.3077,0.7196,2226.0,24.595,2.4645,,,1.4165,4.973,1.5852,
1995-06-01,25.7,85.18,1.5285,7.7368,759.0,1.3728,1.3928,8.3055,0.7153,2226.5,24.731,2.4655,,,1.4118,4.967,1.5801,
1995-06-05,25.663,84.38,1.5275,7.7352,760.8,1.3772,1.3902,8.3018,0.7145,2223.0,24.595,2.452,,,1.4103,4.9405,1.5775,
1995-06-06,25.694,85.08,1.5305,7.736,760.8,1.3822,1.3955,8.2998,0.7187,2222.0,24.595,2.437,,,1.4105,4.946,1.5766,
1995-06-07,25.69,84.69,1.5285,7.7345,761.9,1.3794,1.392,8.3004,0.7202,2223.0,24.595,2.4393,,,1.4144,4.9675,1.5817,
1995-06-08,25.686,85.03,1.5301,7.7345,761.0,1.3723,1.3917,8.2983,0.7234,2223.5,24.595,2.4383,,,1.4083,4.9515,1.5745,
1995-06-09,25.685,84.71,1.522,7.7348,760.5,1.3778,1.3915,8.2966,0.7198,2223.0,24.595,2.441,,,1.4053,4.9465,1.5834,
1995-06-12,25.722,84.25,1.5251,7.734,764.3,1.3788,1.392,8.3,0.7182,2224.0,24.595,2.4407,,,1.4027,4.9315,1.5688,
1995-06-13,25.74,83.75,1.5243,7.7343,763.9,1.3828,1.3925,8.3008,0.7196,2224.0,24.595,2.4401,,,1.4083,4.9495,1.576,
1995-06-14,25.79,84.62,1.5235,7.7351,762.1,1.3794,1.3945,8.3003,0.7213,2224.0,24.595,2.4385,,,1.401,4.916,1.5676,
1995-06-15,25.78,84.56,1.5275,7.7353,763.2,1.3785,1.3951,8.3,0.7276,2226.0,24.595,2.4435,,,1.4068,4.928,1.5735,
1995-06-16,25.783,84.54,1.5295,7.7365,762.4,1.3822,1.3975,8.3019,0.7277,2229.0,24.595,2.442,,,1.4004,4.924,1.569,
1995-06-19,25.882,84.53,1.5324,7.7365,761.3,1.3867,1.396,8.3004,0.727,2230.0,24.595,2.4413,,,1.3968,4.8993,1.5635,
1995-06-20,25.898,84.65,1.606,7.735,760.8,1.3799,1.3962,8.3002,0.7254,2228.0,24.595,2.439,,,1.3906,4.8775,1.5562,
1995-06-21,25.871,84.2,1.61,7.7351,760.5,1.3825,1.3985,8.3,0.7257,2229.8,24.595,2.4365,,,1.3835,4.8465,1.5484,
1995-06-22,25.83,84.15,1.5964,7.7351,760.5,1.3749,1.3983,8.3009,0.7204,2229.6,24.595,2.439,,,1.398,4.894,1.5644,
1995-06-23,25.775,84.48,1.6075,7.7359,760.6,1.3746,1.3962,8.3018,0.721,2229.8,24.595,2.4385,,,1.3853,4.862,1.5512,
1995-06-26,25.83,84.22,1.5845,7.7358,760.3,1.373,1.3969,8.3015,0.7192,2229.0,24.595,2.4372,,,1.391,4.8385,1.5575,
1995-06-27,25.832,84.2,1.5837,7.736,760.3,1.3742,1.3967,8.3013,0.7142,2229.8,24.595,2.437,,,1.3863,4.874,1.5523,
1995-06-28,25.848,84.17,1.5755,7.7369,759.7,1.3746,1.3954,8.3007,0.7145,2230.0,24.595,2.439,,,1.397,4.8945,1.5649,
1995-06-29,25.812,84.9,1.599,7.7385,758.6,1.3757,1.3968,8.3007,0.7152,2230.0,24.595,2.4388,,,1.3795,4.8405,1.5446,
1995-06-30,25.829,84.8,1.595,7.7381,758.1,1.3722,1.3965,8.3011,0.7103,2226.0,24.595,2.438,,,1.3815,4.8415,1.5477,
1995-07-03,25.895,84.81,1.6013,7.7376,758.0,1.373,1.3965,8.3011,0.7099,2225.5,24.595,2.4385,,,1.38,4.836,1.5465,
1995-07-04,25.873,84.65,1.6013,7.7383,756.5,1.373,1.396,8.3007,0.7099,2225.5,24.595,2.4385,,,1.38,4.836,1.5465,
1995-07-05,25.866,84.92,1.5965,7.7405,757.1,1.3689,1.3975,8.3005,0.7102,2225.0,24.595,2.442,,,1.3795,4.8255,1.5451,
1995-07-06,25.875,85.24,1.6,7.7402,756.1,1.3664,1.3967,8.3001,0.7118,2225.0,24.595,2.4414,,,1.379,4.822,1.5439,
1995-07-07,25.924,85.93,1.5965,7.7402,756.0,1.3586,1.3988,8.3,0.7161,2226.7,24.595,2.4445,,,1.3923,4.8535,1.5596,
1995-07-10,26.194,87.4,1.5935,7.7398,757.2,1.3524,1.4053,8.3,0.7156,2227.0,24.595,2.4491,,,1.3953,4.8525,1.563,
1995-07-11,26.15,87.19,1.5885,7.7407,757.6,1.3535,1.403,8.3023,0.7207,2227.0,24.595,2.4555,,,1.406,4.882,1.5744,
1995-07-12,26.162,87.42,1.5915,7.7425,757.7,1.3564,1.3995,8.302,0.722,2228.0,24.595,2.452,,,1.4025,4.881,1.5716,
1995-07-13,26.2,87.8,1.5995,7.7393,757.3,1.3623,1.4005,8.3017,0.7338,2229.0,24.595,2.4505,,,1.3893,4.8465,1.5549,
1995-07-14,26.173,87.69,1.5945,7.738,757.1,1.3578,1.398,8.3014,0.7301,2229.0,24.595,2.4493,,,1.391,4.8475,1.5579,
1995-07-17,26.3,88.55,1.595,7.7378,759.1,1.3563,1.3995,8.3011,0.7326,2229.0,24.595,2.4503,,,1.3965,4.8605,1.564,
1995-07-18,26.387,88.74,1.5963,7.7371,759.1,1.3604,1.3985,8.3009,0.7327,2229.0,24.595,2.448,,,1.389,4.828,1.5561,
1995-07-19,26.378,87.55,1.5984,7.737,758.2,1.3649,1.3989,8.3013,0.7323,2229.0,24.595,2.4482,,,1.3752,4.784,1.5414,
1995-07-20,26.374,87.65,1.5963,7.7363,756.9,1.3622,1.3988,8.3011,0.7351,2230.0,24.595,2.4495,,,1.381,4.803,1.5474,
1995-07-21,26.397,88.73,1.594,7.7365,756.5,1.3603,1.3995,8.3004,0.7353,2231.0,24.595,2.4485,,,1.386,4.8215,1.552,
1995-07-24,26.493,87.85,1.5952,7.7362,756.1,1.3561,1.3982,8.3002,0.7372,2232.0,24.595,2.4515,,,1.3859,4.8163,1.5505,
1995-07-25,26.576,87.51,1.5915,7.7368,756.2,1.3563,1.398,8.3004,0.7385,2234.0,24.595,2.454,,,1.3937,4.8365,1.5613,
1995-07-26,26.656,87.95,1.594,7.7383,756.1,1.3584,1.3988,8.3003,0.7379,2235.0,24.595,2.4528,,,1.387,4.8116,1.5545,
1995-07-27,26.435,87.85,1.5966,7.737,756.1,1.3798,1.3935,8.3002,0.7358,2234.0,24.595,2.456,,,1.3833,4.792,1.55,
1995-07-28,26.405,88.4,1.601,7.7377,756.0,1.3673,1.3945,8.3005,0.7365,2233.0,24.595,2.457,,,1.3808,4.781,1.5472,
1995-07-31,26.47,88.18,1.596,7.7385,756.5,1.3645,1.3939,8.3003,0.7386,2233.0,24.595,2.457,,,1.386,4.788,1.5533,
1995-08-01,26.619,88.3,1.607,7.7385,757.1,1.3686,1.3933,8.3,0.7405,2234.0,24.595,2.45,,,1.3765,4.7549,1.547,
1995-08-02,26.668,89.9,1.6015,7.7377,757.2,1.3573,1.3952,8.3,0.7405,2235.0,24.595,2.459,,,1.3973,4.815,1.5651,
1995-08-03,26.798,90.51,1.606,7.7383,757.5,1.3598,1.398,8.3002,0.7402,2236.0,24.595,2.4605,,,1.3905,4.791,1.5573,
1995-08-04,26.796,90.8,1.6055,7.7395,758.8,1.3585,1.3985,8.3004,0.7417,2236.0,24.595,2.462,,,1.3972,4.808,1.5652,
1995-08-07,26.935,91.08,1.6005,7.739,759.0,1.356,1.399,8.3002,0.7417,2236.0,24.595,2.4702,,,1.4085,4.8565,1.5781,
1995-08-08,26.919,91.43,1.603,7.7385,758.6,1.358,1.399,8.3,0.7442,2237.4,24.595,2.468,,,1.4084,4.8645,1.5777,
1995-08-09,26.939,91.6,1.5993,7.7395,758.2,1.3592,1.399,8.3014,0.7415,2237.0,24.833,2.468,,,1.406,4.858,1.5746,
1995-08-10,26.967,92.12,1.5915,7.7415,758.0,1.3599,1.396,8.3016,0.741,2238.5,24.85,2.471,,,1.4197,4.8975,1.5896,
1995-08-11,27.36,93.37,1.5715,7.7417,758.3,1.3607,1.3975,8.3023,0.7413,2238.8,24.905,2.4735,,,1.4397,4.95,1.6109,
1995-08-14,27.286,93.51,1.571,7.7403,760.1,1.3617,1.397,8.3025,0.7415,2238.0,24.905,2.4715,,,1.4359,4.9526,1.6085,
1995-08-15,27.285,94.85,1.5525,7.7413,760.1,1.3597,1.4,8.3038,0.7367,2243.0,24.933,2.4835,,,1.4782,5.0565,1.655,
1995-08-16,27.456,98.12,1.5425,7.7432,762.0,1.3588,1.4235,8.3057,0.7324,2251.0,25.093,2.4945,,,1.4798,5.0587,1.6535,
1995-08-17,27.45,97.9,1.5465,7.7442,770.2,1.3605,1.4205,8.3094,0.7324,2251.0,25.08,2.4945,,,1.4752,5.0485,1.647,
1995-08-18,27.44,97.87,1.541,7.7441,778.3,1.3586,1.4313,8.3106,0.7358,2250.0,25.055,2.4917,,,1.4752,5.0605,1.6525,
1995-08-21,27.452,96.63,1.5405,7.744,782.8,1.3587,1.4232,8.3117,0.7357,2268.0,25.045,2.4929,,,1.4763,5.0585,1.6527,
1995-08-22,27.449,96.85,1.5325,7.7428,781.0,1.3567,1.4268,8.3122,0.7402,2273.0,25.034,2.4982,,,1.4863,5.0835,1.6655,
1995-08-23,27.445,96.49,1.542,7.744,775.4,1.3583,1.424,8.3125,0.7402,2282.0,25.046,2.497,,,1.4833,5.082,1.6605,
1995-08-24,27.421,96.7,1.545,7.7455,775.8,1.3538,1.4262,8.3133,0.7404,2275.0,25.048,2.498,,,1.4743,5.064,1.6505,
1995-08-25,27.443,96.68,1.5505,7.7433,777.1,1.3454,1.4238,8.3148,0.7437,2265.0,25.048,2.4885,,,1.4708,5.074,1.648,
1995-08-28,27.485,96.48,1.55,7.7435,776.6,1.3388,1.4177,8.3153,0.7435,2255.0,25.017,2.4865,,,1.4663,5.0625,1.6425,
1995-08-29,27.49,97.5,1.5435,7.743,774.8,1.3407,1.421,8.3165,0.7513,2261.0,25.025,2.4935,,,1.4773,5.0845,1.6545,
1995-08-30,27.5,98.83,1.5465,7.7427,774.4,1.3404,1.4255,8.3182,0.7546,2263.0,25.068,2.499,,,1.4768,5.0695,1.6535,
1995-08-31,27.5,97.34,1.5495,7.743,777.1,1.344,1.422,8.3193,0.7518,2265.0,25.05,2.495,,,1.4675,5.0435,1.6435,
1995-09-01,27.498,97.73,1.556,7.741,775.7,1.3435,1.4222,8.3198,0.7497,2266.8,25.053,2.495,,,1.4628,5.0464,1.6395,
1995-09-04,27.476,97.21,1.556,7.7398,772.7,1.3435,1.419,8.3192,0.7497,2266.8,25.028,2.495,,,1.4628,5.0464,1.6395,
1995-09-05,27.488,97.96,1.5577,7.7412,770.3,1.3417,1.4245,8.3186,0.7512,2274.0,25.04,2.4953,,,1.4623,5.047,1.6375,
1995-09-06,27.5,98.95,1.552,7.743,769.9,1.3375,1.4255,8.3181,0.7516,2270.0,25.085,2.4997,,,1.4763,5.0846,1.659,
1995-09-07,27.498,98.63,1.55,7.7418,771.2,1.3421,1.4235,8.3178,0.7515,2272.0,25.095,2.498,,,1.4783,5.0935,1.658,
1995-09-08,27.5,98.83,1.5505,7.7417,771.2,1.337,1.4287,8.3175,0.7516,2277.0,25.117,2.5025,,,1.4773,5.0805,1.6551,
1995-09-11,27.48,99.28,1.5485,7.7398,771.6,1.3448,1.4273,8.3171,0.7524,2277.0,25.091,2.4993,,,1.4735,5.083,1.6503,
1995-09-12,27.5,100.67,1.5554,7.7392,773.8,1.3475,1.4328,8.3177,0.7607,2277.0,25.13,2.5023,,,1.4737,5.093,1.6498,
1995-09-13,27.5,101.98,1.5485,7.738,775.7,1.3584,1.4345,8.318,0.7634,2273.0,25.13,2.5095,,,1.493,5.138,1.6731,
1995-09-14,27.489,102.8,1.547,7.739,775.2,1.3683,1.4358,8.3184,0.7623,2277.0,25.195,2.5183,,,1.4883,5.1265,1.6668,
1995-09-15,27.494,102.66,1.55,7.7383,777.1,1.3655,1.436,8.319,0.76,2275.0,25.173,2.523,,,1.4888,5.119,1.6669,
1995-09-18,27.5,103.67,1.5475,7.737,776.0,1.3615,1.4462,8.3194,0.7565,2274.0,25.22,2.526,,,1.4825,5.105,1.6607,
1995-09-19,27.5,104.2,1.5455,7.7367,777.8,1.3595,1.449,8.3197,0.7604,2271.0,25.185,2.5315,,,1.4889,5.115,1.6671,
1995-09-20,27.471,103.7,1.5505,7.7388,775.7,1.3585,1.4475,8.3192,0.7567,2268.0,25.221,2.5275,,,1.4624,5.0453,1.634,
1995-09-21,27.45,101.45,1.591,7.7363,775.3,1.355,1.441,8.3198,0.7453,2267.0,25.185,2.5087,,,1.4238,4.9045,1.5913,
1995-09-25,27.35,99.95,1.571,7.732,769.8,1.3451,1.441,8.3194,0.7485,2269.0,25.121,2.5235,,,1.4343,4.95,1.6063,
1995-09-26,27.283,100.6,1.5665,7.7318,769.5,1.3458,1.4392,8.3191,0.7491,2266.0,25.121,2.5262,,,1.4377,4.95,1.61,
1995-09-27,27.238,100.4,1.5745,7.733,769.0,1.3513,1.4295,8.3192,0.7528,2265.0,25.118,2.5105,,,1.426,4.9095,1.5967,
1995-09-29,27.07,98.16,1.5843,7.7323,768.5,1.3416,1.4185,8.3189,0.7556,2265.0,25.1,2.5117,,,1.4275,4.924,1.5982,
1995-09-30,27.01,98.16,1.5843,7.7323,768.5,1.3416,1.4185,8.3185,0.7556,2265.0,25.1,2.5117,,,1.4275,4.924,1.5982,
1995-10-02,26.9,100.4,1.59,7.7321,768.4,1.3379,1.4312,8.3185,0.762,2266.5,25.083,2.5225,,,1.4265,4.9268,1.604,
1995-10-03,26.742,100.6,1.5835,7.7317,768.4,1.329,1.428,8.3185,0.7655,2265.0,25.119,2.5275,,,1.439,4.958,1.6094,
1995-10-04,26.86,101.12,1.5827,7.7308,768.0,1.3326,1.432,8.3185,0.7635,2264.0,25.138,2.527,,,1.4358,4.97,1.6078,
1995-10-05,26.805,100.44,1.5855,7.7315,768.2,1.3363,1.4323,8.3185,0.7603,2267.0,25.123,2.533,,,1.4203,4.929,1.5895,
1995-10-06,26.908,100.3,1.583,7.7328,767.8,1.3318,1.4255,8.318,0.7615,2267.0,25.109,2.5365,,,1.4218,4.9955,1.5922,
1995-10-09,26.885,100.35,1.586,7.7325,768.8,1.3348,1.4255,8.3174,0.7587,2262.0,25.105,2.5367,,,1.412,4.9615,1.5835,
1995-10-11,26.896,101.02,1.5718,7.7313,768.4,1.3356,1.4263,8.3158,0.7629,2261.0,25.105,2.5395,,,1.4255,4.9645,1.5966,
1995-10-12,26.894,100.43,1.577,7.7315,768.2,1.3389,1.4245,8.315,0.759,2262.0,25.127,2.544,,,1.4172,4.946,1.5872,
1995-10-13,26.89,100.07,1.574,7.7315,768.2,1.3388,1.4245,8.3144,0.7591,2263.8,25.127,2.5445,,,1.4265,4.962,1.5968,
1995-10-16,26.925,100.45,1.574,7.7313,768.6,1.3353,1.4257,8.3142,0.7624,2262.0,25.103,2.5425,,,1.424,4.9665,1.5935,
1995-10-17,26.955,100.47,1.5731,7.7315,768.7,1.3384,1.4251,8.3148,0.7574,2261.0,25.104,2.522,,,1.4143,4.966,1.5841,
1995-10-18,26.951,99.85,1.5695,7.732,767.8,1.3406,1.4217,8.3148,0.7546,2260.0,25.073,2.5258,,,1.4235,4.9885,1.5927,
1995-10-19,26.99,100.73,1.5755,7.7325,766.7,1.341,1.4247,8.3141,0.7525,2262.0,25.112,2.5277,,,1.407,4.9485,1.5753,
1995-10-20,26.975,100.6,1.5735,7.733,767.5,1.3536,1.4218,8.3142,0.7498,2270.5,25.099,2.5253,,,1.3975,4.914,1.5651,
1995-10-23,26.937,100.05,1.5792,7.7325,767.5,1.3727,1.4218,8.3144,0.7474,2268.0,25.09,2.5155,,,1.388,4.8895,1.5545,
1995-10-24,26.922,100.05,1.579,7.7323,766.0,1.3675,1.4145,8.3139,0.7493,2267.0,25.064,2.5315,,,1.3945,4.8885,1.5612,
1995-10-26,26.953,100.37,1.5835,7.7328,765.5,1.3692,1.4143,8.3137,0.7557,2270.0,25.1,2.5395,,,1.3905,4.8883,1.5585,
1995-10-27,26.96,101.31,1.578,7.7338,766.2,1.362,1.415,8.3143,0.7536,2276.0,25.13,2.532,,,1.4085,4.8825,1.5761,
1995-10-30,26.988,102.18,1.5765,7.7328,766.0,1.362,1.415,8.3144,0.7615,2270.0,25.16,2.5413,,,1.4086,4.8894,1.584,
1995-11-01,27.078,102.51,1.5785,7.7327,765.7,1.3503,1.4127,8.3149,0.762,2272.0,25.178,2.5457,,,1.4175,4.9065,1.588,
1995-11-02,27.172,103.55,1.579,7.7326,765.8,1.3447,1.4175,8.3146,0.7585,2280.0,25.239,2.5446,,,1.423,4.9075,1.594,
1995-11-03,27.225,103.9,1.58,7.7333,769.2,1.3467,1.4145,8.3148,0.7573,2283.0,25.248,2.5452,,,1.4167,4.8952,1.5865,
1995-11-06,27.205,103.51,1.5804,7.7327,772.2,1.3516,1.4121,8.3147,0.7535,2278.0,25.268,2.5408,,,1.413,4.8915,1.5826,
1995-11-07,27.215,103.06,1.581,7.733,771.2,1.3568,1.4135,8.3147,0.7525,2275.0,25.268,2.542,,,1.4164,4.8825,1.5856,
1995-11-08,27.215,102.9,1.5798,7.734,771.8,1.3535,1.4142,8.3149,0.75,2278.0,25.203,2.5345,,,1.422,4.8945,1.5916,
1995-11-09,27.213,102.36,1.579,7.7345,771.1,1.352,1.415,8.3148,0.7365,2284.0,25.203,2.5338,,,1.4113,4.867,1.5801,
1995-11-10,27.182,100.37,1.566,7.7338,769.6,1.351,1.411,8.3146,0.739,2282.0,25.203,2.5338,,,1.4175,4.8835,1.5865,
1995-11-14,27.257,101.75,1.5599,7.734,769.0,1.3524,1.4125,8.3139,0.7409,2285.0,25.13,2.5327,,,1.4135,4.881,1.5828,
1995-11-15,27.239,100.95,1.5605,7.734,769.3,1.3543,1.4102,8.3136,0.7353,2285.0,25.124,2.5325,,,1.4079,4.8555,1.5766,
1995-11-16,27.246,101.75,1.5559,7.7335,769.0,1.3543,1.414,8.3131,0.7408,2285.5,25.139,2.533,,,1.4065,4.8555,1.5763,
1995-11-17,27.264,101.83,1.5433,7.7338,768.8,1.3525,1.4115,8.3135,0.7413,2284.0,25.142,2.5307,,,1.4073,4.8483,1.5693,
1995-11-20,27.335,102.42,1.554,7.7345,774.2,1.3516,1.4135,8.3132,0.7443,2283.0,25.13,2.538,,,1.4075,4.8542,1.5765,
1995-11-21,27.314,101.5,1.557,7.7337,772.4,1.3528,1.412,8.313,0.7455,2282.0,25.13,2.5415,,,1.4081,4.8775,1.5765,
1995-11-22,27.315,101.7,1.5637,7.7344,769.9,1.3533,1.4122,8.3129,0.7406,2281.0,25.132,2.5405,,,1.4104,4.8605,1.585,
1995-11-23,27.301,100.78,1.5621,7.7343,768.6,1.3537,1.4116,8.3128,0.7406,2281.0,25.117,2.5405,,,1.413,4.8705,1.5829,
1995-11-24,27.3,101.07,1.56,7.7347,768.5,1.3536,1.412,8.3126,0.739,2283.0,25.12,2.542,,,1.4198,4.8785,1.5885,
1995-11-27,27.308,101.55,1.5525,7.7352,768.7,1.3531,1.412,8.3122,0.7401,2283.0,25.143,2.5427,,,1.4375,4.9225,1.6091,
1995-11-28,27.308,101.63,1.543,7.7363,769.0,1.3565,1.4128,8.3114,0.7498,2282.0,25.173,2.5422,,,1.433,4.9155,1.6053,
1995-11-29,27.308,101.01,1.535,7.7355,768.8,1.3586,1.4116,8.3116,0.7486,2281.0,25.138,2.543,,,1.437,4.9462,1.609,
1995-11-30,27.312,101.66,1.5315,7.7352,769.2,1.3602,1.4125,8.312,0.7421,2283.0,25.153,2.537,,,1.4474,4.9985,1.626,
1995-12-01,27.335,102.1,1.531,7.7358,770.2,1.3651,1.413,8.3119,0.7387,2283.0,25.175,2.5335,,,1.4457,4.998,1.619,
1995-12-04,27.3,101.2,1.5526,7.7357,770.7,1.3683,1.4134,8.3127,0.739,2282.0,25.175,2.5333,,,1.4398,4.9938,1.6115,
1995-12-05,27.292,101.4,1.5435,7.7361,769.4,1.366,1.4137,8.3131,0.7387,2283.0,25.175,2.541,,,1.4325,4.952,1.6039,
1995-12-06,27.286,101.46,1.542,7.7352,769.7,1.3653,1.4137,8.3132,0.7398,2284.0,25.143,2.5395,,,1.4465,4.98,1.6196,
1995-12-07,27.297,101.41,1.542,7.7352,769.7,1.3689,1.4138,8.3133,0.7386,2288.0,25.143,2.5377,,,1.447,4.9735,1.62,
1995-12-08,27.294,101.35,1.534,7.7343,769.9,1.3768,1.4153,8.3135,0.7366,2287.0,25.145,2.5375,,,1.4465,4.9855,1.6194,
1995-12-11,27.295,101.07,1.5335,7.7338,769.8,1.3817,1.4138,8.3138,0.7368,2284.0,25.143,2.538,,,1.4444,4.9865,1.6172,
1995-12-12,27.306,101.4,1.5335,7.735,769.4,1.3783,1.4142,8.3147,0.7409,2282.0,25.138,2.5407,,,1.4473,4.9973,1.625,
1995-12-13,27.318,101.8,1.534,7.7348,769.9,1.377,1.417,8.3148,0.7447,2282.0,25.152,2.544,,,1.4492,5.0058,1.6227,
1995-12-14,27.318,101.81,1.543,7.7351,769.9,1.3739,1.4177,8.3146,0.7387,2285.0,25.15,2.5411,,,1.4384,4.9525,1.6107,
1995-12-15,27.315,101.7,1.5365,7.7347,770.4,1.373,1.4171,8.3154,0.7413,2284.0,25.143,2.5445,,,1.4433,4.9655,1.616,
1995-12-18,27.335,101.85,1.542,7.735,771.5,1.3788,1.4159,8.3171,0.7408,2285.0,25.159,2.5438,,,1.4292,4.9224,1.605,
1995-12-19,27.329,101.56,1.542,7.735,771.5,1.3732,1.4159,8.318,0.7409,2286.0,25.158,2.5425,,,1.443,4.9565,1.6157,
1995-12-20,27.338,102.05,1.542,7.7347,771.4,1.3678,1.416,8.3176,0.7411,2284.5,25.188,2.544,,,1.4368,4.9405,1.6092,
1995-12-21,27.333,101.85,1.5416,7.734,771.8,1.3633,1.415,8.3174,0.7426,2286.0,25.184,2.5367,,,1.4387,4.931,1.6106,
1995-12-22,27.285,102.15,1.543,7.734,772.1,1.3625,1.4147,8.3173,0.74,2287.0,25.177,2.538,,,1.4376,4.9195,1.6071,
1995-12-26,27.292,102.5,1.56,7.7338,772.6,1.3603,1.4146,8.318,0.7402,2287.0,25.182,2.539,,,1.4305,4.9095,1.6013,
1995-12-27,27.291,102.52,1.56,7.7343,772.7,1.3575,1.4146,8.3179,0.7477,2286.0,25.163,2.541,,,1.4335,4.8975,1.6048,
1995-12-28,27.29,102.6,1.5475,7.733,771.9,1.3619,1.4137,8.3179,0.7452,2291.0,25.163,2.5405,,,1.4385,4.921,1.6119,
1995-12-29,27.288,102.9,1.5515,7.7325,773.2,1.3644,1.4147,8.3179,0.7439,2284.0,25.163,2.5397,,,1.4365,4.9065,1.6021,
1995-12-30,27.265,102.9,1.5515,7.7325,773.2,1.3644,1.4147,8.3174,0.7439,2284.0,25.163,2.5397,,,1.4365,4.9065,1.6021,
1996-01-04,27.33,105.25,1.5515,7.735,776.8,1.3557,1.4259,8.3191,0.7455,2287.0,25.19,2.5595,,,1.4425,4.9277,1.6155,
1996-01-05,27.321,105.02,1.5525,7.7345,786.0,1.3586,1.4262,8.3203,0.7462,2287.0,25.19,2.552,,,1.4395,4.9265,1.6117,
1996-01-08,27.368,105.45,1.5525,7.734,787.5,1.3642,1.4246,8.3204,0.7472,2292.0,25.268,2.5575,,,1.4387,4.9365,1.6125,
1996-01-09,27.383,105.25,1.549,7.734,789.5,1.3626,1.4242,8.3215,0.7451,2292.0,25.251,2.5587,,,1.4375,4.929,1.61,
1996-01-10,27.38,104.8,1.547,7.7335,788.1,1.3651,1.4225,8.3214,0.747,2290.0,25.228,2.555,,,1.4355,4.918,1.6076,
1996-01-11,27.398,104.65,1.544,7.7335,786.9,1.3633,1.422,8.3208,0.7462,2292.0,25.242,2.556,,,1.4417,4.9477,1.6145,
1996-01-12,27.372,105.1,1.5475,7.7328,790.3,1.3629,1.4233,8.3204,0.7447,2291.0,25.269,2.5625,,,1.4437,4.952,1.618,
1996-01-15,27.378,105.43,1.5447,7.732,790.6,1.3628,1.4233,8.3204,0.7432,2289.0,25.269,2.5615,,,1.4495,4.9625,1.6209,
1996-01-16,27.396,105.6,1.535,7.7323,791.2,1.3688,1.4257,8.3206,0.7434,2287.5,25.269,2.5632,,,1.4658,5.0095,1.6411,
1996-01-17,27.427,106.13,1.5235,7.7328,792.4,1.3646,1.4215,8.3204,0.7402,2287.5,25.286,2.5565,,,1.4705,5.0235,1.647,
